ETC_20150317_000001	凱帕
ETC_20151223_019972	二つ目の目標が間もなく始まります。
ETC_20151223_019973	間もなく二つ目の目標が始まります。{nl}魔族が石化したデスウィーバーを回復させようとしています。{nl}阻止してください！
ETC_20151223_019974	大地のハロウヴェンター退治
ETC_20151223_019975	大地のハロウヴェンターがデスウィーバーを回復させ始めました。{nl}阻止してください！
ETC_20151223_019976	大地のハロウヴェンターによってデスウィーバーが回復します。
ETC_20151223_019977	間もなく石化状態のデスウィーバーが解き放たれます。{nl}デスウィーバーを退治して魔族の陰謀を阻止してください！
ETC_20151223_019978	デスウィーバーの石化状態が解かれます！{nl}デスウィーバーを退治してください。
ETC_20151223_019979	[忘れられた場所で] イベントを完了しました
ETC_20151223_019980	目標完了!{nl}次の地域へ移動してください。
ETC_20151223_019981	全てのモンスターを退治してください。
ETC_20151223_019982	セルシシアを攻撃してください。
ETC_20151223_019983	目標完了！{nl}レータス小川へ移動してください。
ETC_20151223_019984	セルシシアがケッピーチーフテンを刺激しました。
ETC_20151223_019985	周辺モンスターを利用して眠っているセルシシアを苦しめてください。{nl}セルシシアが召喚するセルシシアの炎でセルシシアにダメージを与えてください。
ETC_20151223_019986	目標完了！{nl}セルシシアを追って大王の関門へ向かってください。
ETC_20151223_019987	セルシシアが暴れたため、イルティスウォートが現れました。
ETC_20151223_019988	爆弾の山
ETC_20151223_019989	爆弾をセルシシアに設置して起こしてください。
ETC_20151223_019990	目標完了！{nl}報酬を選択してください。
ETC_20151223_019991	魔法の罠
ETC_20151223_019992	罠が発動するまで、押し寄せるモンスターを阻止してください。
ETC_20151223_019993	セルシシアを退治してください！
ETC_20151223_019994	[不良品の反乱] イベントを完了しました
ETC_20151223_019995	侍者
ETC_20151223_019996	10秒後に始まります！
ETC_20151223_019997	ボス退治完了。 30秒後に入口へ戻ります。
ETC_20151223_019998	移動装置
ETC_20151223_019999	魔力充填装置
ETC_20151223_020000	魔力充填装置
ETC_20151223_020001	過充填された装置
ETC_20151223_020002	二か所の
ETC_20151223_020003	 全て破壊してください。
ETC_20151223_020004	モンスターから 
ETC_20151223_020005	を守り、{nl}二か所の
ETC_20160128_020006	カペラ
ETC_20160128_020007	ルーンストーン
ETC_20160128_020008	メイバーン大修道院
ETC_20160128_020009	念願の碑石路ダンジョン
ETC_20160128_020010	私がわざと情報を流したことも知らず…。
ETC_20160128_020011	教団の聖物から不吉な気が広がり、{nl}カーライルの霊魂が苦しんでいます！
ETC_20160128_020012	ホーバークと共にドラペリウンを退治してください！
ETC_20160128_020013	隠れていないで出て来い！
ETC_20160128_020014	SP吸収
ETC_20160128_020015	移動20%ダウン、sp吸血。
ETC_20160128_020016	{nl} {nl}トークンの効果と残りの時間は{img F1 40 40}キーを押してキャラクター設定で確認できます。
ETC_20160128_020017	ソーサラー - グリモワール
ETC_20160128_020018	ソーサラーは悪魔を召喚するウィザードです。
ETC_20160128_020019	ソーサラーに転職すると、画面右下に
ETC_20160128_020020	 ボタンが現れます。
ETC_20160128_020021	グリモワールには悪魔型カードのみ登録でき、メインカードと補助カードを選択して登録できます。
ETC_20160128_020022	{nl} {nl}グリモワールに登録したカードによって、召喚する悪魔の能力値が変わります。
ETC_20160128_020023	ネクロマンサー - ネクロノミコン
ETC_20160128_020024	ネクロマンサーは死体を使った魔法を使うクラスです。
ETC_20160128_020025	ネクロマンサーに転職すると、画面右下に
ETC_20160128_020026	ネクロノミコンには動物型、植物型、変異型カードを4枚まで登録できます。{nl}ネクロノミコンの下部にはそれまでに集めた破片の数が表示されます。
ETC_20160128_020027	{nl} {nl}ネクロノミコンに登録したカードによって召喚するショゴスの能力値が変わります。
ETC_20160128_020028	ポイズンシューター - ポイズンポット
ETC_20160128_020029	ポイズンシューターは毒を専門的に使用するクラスです。
ETC_20160128_020030	ポイズンシューターに転職すると、画面右下に
ETC_20160128_020031	ポイズンポットでポイズンシュータースキルに使う毒を製造できます。{nl}毒の材料には毒液や昆虫型モンスターから手に入れた戦利品を使用します。
ETC_20160128_020032	{nl} {nl}毒液はポイズンシューターマスターまたはポイズンシューターサブマスターNPCから購入できます。
ETC_20160128_020033	型変換失敗
ETC_20160128_020034	トランザクション遂行に失敗
ETC_20160128_020035	std::exceptionが発生
ETC_20160128_020036	Medal充填が必要な状態ですが、充填時間が設定されていません。2時間後に再設定します。
ETC_20160128_020037	NGSデバギンク用ログ
ETC_20160128_020038	モンスターから見つかる宝石です。ソケットに装着すれば装備を強化できます。効果は重複適用されません。右クリックしてから装備を選択して装着します。
ETC_20160128_020039	コリメンウィザードのジェム
ETC_20160128_020040	右クリックで使用でき、サーバー内の全キャラクターに使用時から30日間特典が適用されます。{nl}[トークン効果]{nl} - 特性スキル2種同時修練可能{nl} - マーケット販売手数料割引(30%{img white_right_arrow 16 16}10%){nl} - マーケット販売登録アイテム数 5個{nl} - キャラクター移動速度 +3アップ{nl} - モンスター撃退時、経験値 +20%アップ{nl}(ネットカフェ特典、経験の書の効果と重複可能){nl} - プレミアムジェスチャー使用可能
ETC_20160128_020041	トークン:7日[プレゼント]
ETC_20160128_020042	右クリックで使用でき、サーバー内の全キャラクターに使用時から7日間特典が適用されます。{nl}[トークン効果]{nl} - 特性スキル2種同時修練可能{nl} - マーケット販売手数料割引(30%{img white_right_arrow 16 16}10%){nl} - マーケット販売登録アイテム数 5個{nl} - キャラクター移動速度 +3アップ{nl} - モンスター撃退時、経験値 +20%アップ{nl}(ネットカフェ特典、経験の書の効果と重複可能){nl} - プレミアムジェスチャー使用可能
ETC_20160128_020043	右クリックでい使用すると、キャラクターに1時間効果が適用されます。{nl} - キャラクター接続時のみ時間が経過します。{nl}[経験の書効果]{nl} - モンスター撃退時、獲得経験値 +30%アップ{nl}(ネットカフェ特典、トークン効果と重複可能){nl}(経験値カードには適用なし){nl} - スタミナ回復量2倍アップ
ETC_20160128_020044	右クリックで使用でき、サーバー内の全キャラクターに使用時から5日間特典が適用されます。{nl}[トークン効果]{nl} - 特性スキル2種同時修練可能{nl} - マーケット販売手数料割引(30%{img white_right_arrow 16 16}10%){nl} - マーケット販売登録アイテム数 5個{nl} - キャラクター移動速度 +3アップ{nl} - モンスター撃退時、経験値 +20%アップ{nl}(ネットカフェ特典、経験の書の効果と重複可能){nl} - プレミアムジェスチャー使用可能
ETC_20160128_020045	右クリックで使用でき、サーバー内の全キャラクターに使用時から1日間特典が適用されます。{nl}[トークン効果]{nl} - 特性スキル2種同時修練可能{nl} - マーケット販売手数料割引(30%{img white_right_arrow 16 16}10%){nl} - マーケット販売登録アイテム数 5個{nl} - キャラクター移動速度 +3アップ{nl} - モンスター撃退時、経験値 +20%アップ{nl}(ネットカフェ特典、経験の書の効果と重複可能){nl} - プレミアムジェスチャー使用可能
ETC_20160128_020046	トークン:3時間[プレゼント]
ETC_20160128_020047	右クリックで使用でき、サーバー内の全キャラクターに使用時から3時間特典が適用されます。.{nl}[トークン効果]{nl} - 特性スキル2種同時修練可能{nl} - マーケット販売手数料割引(30%{img white_right_arrow 16 16}10%){nl} - マーケット販売登録アイテム数 5個{nl} - キャラクター移動速度 +3アップ{nl} - モンスター撃退時、経験値 +20%アップ{nl}(ネットカフェ特典、経験の書の効果と重複可能){nl} - プレミアムジェスチャー使用可能
ETC_20160128_020048	トークン:6時間[プレゼント]
ETC_20160128_020049	右クリックで使用でき、サーバー内の全キャラクターに使用時から6時間特典が適用されます。.{nl}[トークン効果]{nl} - 特性スキル2種同時修練可能{nl} - マーケット販売手数料割引(30%{img white_right_arrow 16 16}10%){nl} - マーケット販売登録アイテム数 5個{nl} - キャラクター移動速度 +3アップ{nl} - モンスター撃退時、経験値 +20%アップ{nl}(ネットカフェ特典、経験の書の効果と重複可能){nl} - プレミアムジェスチャー使用可能
ETC_20160128_020050	トークン:12時間[プレゼント]
ETC_20160128_020051	右クリックで使用でき、サーバー内の全キャラクターに使用時から12時間特典が適用されます。.{nl}[トークン効果]{nl} - 特性スキル2種同時修練可能{nl} - マーケット販売手数料割引(30%{img white_right_arrow 16 16}10%){nl} - マーケット販売登録アイテム数 5個{nl} - キャラクター移動速度 +3アップ{nl} - 経験値 20%アップ{nl}- プレミアムジェスチャー使用可能
ETC_20160128_020052	トークン:3日[プレゼント]
ETC_20160128_020053	右クリックで使用でき、サーバー内の全キャラクターに使用時から3日間特典が適用されます。{nl}[トークン効果]{nl} - 特性スキル2種同時修練可能{nl} - マーケット販売手数料割引(30%{img white_right_arrow 16 16}10%){nl} - マーケット販売登録アイテム数 5個{nl} - キャラクター移動速度 +3アップ{nl} - モンスター撃退時、経験値 +20%アップ{nl}(ネットカフェ特典、経験の書の効果と重複可能){nl} - プレミアムジェスチャー使用可能
ETC_20160128_020054	スキル初期化ポーション
ETC_20160128_020055	使用したスキルポイントを初期化します。
ETC_20160128_020056	インスタンスダンジョン回数初期化券
ETC_20160128_020057	使用すると、インスタンスダンジョンと依頼所ミッションの入場回数が初期化されます。
ETC_20160128_020058	10 TP[プレゼント]
ETC_20160128_020059	使用すると、10 TPを獲得します。
ETC_20160128_020060	緊急修理キット
ETC_20160128_020061	使用すると、着用している装備の耐久度が+5回復します。
ETC_20160128_020062	50 TP[プレゼント]
ETC_20160128_020063	使用すると、50 TPを獲得します。
ETC_20160128_020064	ルーンキャスター
ETC_20160128_020065	ルーンキャスターは魔力が宿った古代文字を使用するウィザードです。文字の力を引き出すのには時間がかかりますが、その威力はとても強力です。
ETC_20160128_020066	チャプレン
ETC_20160128_020067	チャプレンは戦闘に参加した仲間を聖なる力で祝福する従軍牧師クラスです。高い水準に達した上級プリーストだけがチャプレンの役割を遂行することができます。
ETC_20160128_020068	ヌオダイのロンド
ETC_20160128_020069	ヌオダイのヌウォート
ETC_20160128_020070	サイコロ2
ETC_20160128_020071	オルシャの住民(男)14_1
ETC_20160128_020072	オルシャの住民(男)14_2
ETC_20160128_020073	シカリオス移動装置
ETC_20160128_020074	汚染された水筒
ETC_20160128_020075	シールド装置
ETC_20160128_020076	レッサーパンダ
ETC_20160128_020077	チャプレンマスターについて尋ねる
ETC_20160128_020078	シノビアイテム使用
ETC_20160128_020079	チャプレン特性使用
ETC_20160128_020080	チャプレンアイテム購入
ETC_20160128_020081	アチョー
ETC_20160128_020082	いじいじ
ETC_20160128_020083	拍手
ETC_20160128_020084	キュート
ETC_20160128_020085	フラダンス
ETC_20160128_020086	やれやれ
ETC_20160128_020087	ダメダメ
ETC_20160128_020088	うっかり
ETC_20160128_020089	柱を修理する
ETC_20160128_020090	この値を1にすると、NGSに関連するログがinfoログとして残ります。
ETC_20160128_020091	マーケット上限価格調節
ETC_20160128_020092	マーケットに即時登録する
ETC_20160128_020093	7200秒(2時間)毎に無料TPチャージ
ETC_20160128_020094	OptDesc/スラストスキルレベル +1
ETC_20160128_020095	OptDesc/バッシュスキルレベル +1
ETC_20160128_020096	OptDesc/デアデビルスキルレベル +1
ETC_20160128_020097	OptDesc/コンセントレイトスキルレベル +1
ETC_20160128_020098	OptDesc/ペインバリアスキルレベル +1
ETC_20160128_020099	OptDesc/リストレインスキルレベル +1
ETC_20160128_020100	OptDesc/ポメルビートスキルレベル +1
ETC_20160128_020101	OptDesc/ダブルスラッシュスキルレベル +1
ETC_20160128_020102	OptDesc/ワゴンホイールスキルレベル +1
ETC_20160128_020103	OptDesc/カーターストロークスキルレベル +1
ETC_20160128_020104	OptDesc/クラウンスキルレベル +1
ETC_20160128_020105	OptDesc/クロスガードスキルレベル +1
ETC_20160128_020106	OptDesc/ムリネスキルレベル +1
ETC_20160128_020107	OptDesc/スカイライナースキルレベル +1
ETC_20160128_020108	OptDesc/クロスカットスキルレベル +1
ETC_20160128_020109	OptDesc/スカルスウィングスキルレベル +1
ETC_20160128_020110	OptDesc/バーティカルスラッシュスキルレベル +1
ETC_20160128_020111	OptDesc/アンボブロースキルレベル +1
ETC_20160128_020112	OptDesc/リムブロースキルレベル +1
ETC_20160128_020113	OptDesc/スワッシュバックリングスキルレベル +1
ETC_20160128_020114	OptDesc/ガーディアンスキルレベル +1
ETC_20160128_020115	OptDesc/シールドロブスキルレベル +1
ETC_20160128_020116	OptDesc/ハイガードスキルレベル +1
ETC_20160128_020117	OptDesc/バタフライスキルレベル +1
ETC_20160128_020118	OptDesc/アンボスラストスキルレベル +1
ETC_20160128_020119	OptDesc/スタビングスキルレベル +1
ETC_20160128_020120	OptDesc/ピアススキルレベル +1
ETC_20160128_020121	OptDesc/フィネストラスキルレベル +1
ETC_20160128_020122	OptDesc/両手突きスキルレベル +1
ETC_20160128_020123	OptDesc/ロングストライドスキルレベル +1
ETC_20160128_020124	OptDesc/スピアランジスキルレベル +1
ETC_20160128_020125	OptDesc/ジャベリンスキルレベル +1
ETC_20160128_020126	OptDesc/インバウエルスキルレベル +1
ETC_20160128_020127	OptDesc/ストンピングキックスキルレベル +1
ETC_20160128_020128	OptDesc/クリーブスキルレベル +1
ETC_20160128_020129	OptDesc/ヘルムチョッパースキルレベル +1
ETC_20160128_020130	OptDesc/ウォークライスキルレベル +1
ETC_20160128_020131	OptDesc/フレンジースキルレベル +1
ETC_20160128_020132	OptDesc/サイズムスキルレベル +1
ETC_20160128_020133	OptDesc/ジャイアントスウィングスキルレベル +1
ETC_20160128_020134	OptDesc/パウンシングスキルレベル +1
ETC_20160128_020135	OptDesc/インペイラースキルレベル +1
ETC_20160128_020136	OptDesc/アースウェーブスキルレベル +1
ETC_20160128_020137	OptDesc/トロットスキルレベル +1
ETC_20160128_020138	OptDesc/スティードチャージスキルレベル +1
ETC_20160128_020139	OptDesc/ドゥームスパイクスキルレベル +1
ETC_20160128_020140	OptDesc/突撃スキルレベル +1
ETC_20160128_020141	OptDesc/ジョリーロジャースキルレベル +1
ETC_20160128_020142	OptDesc/アイアンフックスキルレベル +1
ETC_20160128_020143	OptDesc/キールハウリングスキルレベル +1
ETC_20160128_020144	OptDesc/ダストデビルスキルレベル +1
ETC_20160128_020145	OptDesc/双手猛攻スキルレベル +1
ETC_20160128_020146	OptDesc/ヘキセンドロッパースキルレベル +1
ETC_20160128_020147	OptDesc/パニッシュスキルレベル +1
ETC_20160128_020148	OptDesc/ディーズオブヴェーラースキルレベル +1
ETC_20160128_020149	OptDesc/モルトシュラークスキルレベル +1
ETC_20160128_020150	OptDesc/ダブルペイアーンスキルレベル +1
ETC_20160128_020151	OptDesc/サイクロンスキルレベル +1
ETC_20160128_020152	OptDesc/シールドチャージスキルレベル +1
ETC_20160128_020153	OptDesc/モンタノスキルレベル +1
ETC_20160128_020154	OptDesc/タージスマッシュスキルレベル +1
ETC_20160128_020155	OptDesc/シールドプッシュスキルレベル +1
ETC_20160128_020156	OptDesc/シールドシャビングスキルレベル +1
ETC_20160128_020157	OptDesc/シールドバッシュスキルレベル +1
ETC_20160128_020158	OptDesc/回避移動スキルレベル +1
ETC_20160128_020159	OptDesc/シューティングスタースキルレベル +1
ETC_20160128_020160	OptDesc/ハイキックスキルレベル +1
ETC_20160128_020161	OptDesc/捕縛スキルレベル +1
ETC_20160128_020162	OptDesc/ランジスキルレベル +1
ETC_20160128_020163	OptDesc/セプトエトワールスキルレベル +1
ETC_20160128_020164	OptDesc/アタックコキーユスキルレベル +1
ETC_20160128_020165	OptDesc/エスキーヴタッチスキルレベル +1
ETC_20160128_020166	OptDesc/フランコネードスキルレベル +1
ETC_20160128_020167	OptDesc/アタックコンポーゼスキルレベル +1
ETC_20160128_020168	OptDesc/エネルギーボルトスキルレベル +1
ETC_20160128_020169	OptDesc/レサジースキルレベル +1
ETC_20160128_020170	OptDesc/スリープスキルレベル +1
ETC_20160128_020171	OptDesc/リフレクトシールドスキルレベル +1
ETC_20160128_020172	OptDesc/アースクエイクスキルレベル +1
ETC_20160128_020173	OptDesc/シュアスペルスキルレベル +1
ETC_20160128_020174	OptDesc/マジックミサイルスキルレベル +1
ETC_20160128_020175	OptDesc/ファイアボールスキルレベル +1
ETC_20160128_020176	OptDesc/ファイアウォールスキルレベル +1
ETC_20160128_020177	OptDesc/エンチャントファイアスキルレベル +1
ETC_20160128_020178	OptDesc/フレアスキルレベル +1
ETC_20160128_020179	OptDesc/フレイムグラウンドスキルレベル +1
ETC_20160128_020180	OptDesc/ファイアピラースキルレベル +1
ETC_20160128_020181	OptDesc/ヘルブレススキルレベル +1
ETC_20160128_020182	OptDesc/アイスボルトスキルレベル +1
ETC_20160128_020183	OptDesc/アイスパイクスキルレベル +1
ETC_20160128_020184	OptDesc/アイスウォールスキルレベル +1
ETC_20160128_020185	OptDesc/アイスブラストスキルレベル +1
ETC_20160128_020186	OptDesc/ガストスキルレベル +1
ETC_20160128_020187	OptDesc/スノーローリングスキルレベル +1
ETC_20160128_020188	OptDesc/フロストピラースキルレベル +1
ETC_20160128_020189	OptDesc/サイキックプレッシャースキルレベル +1
ETC_20160128_020190	OptDesc/テレキネシススキルレベル +1
ETC_20160128_020191	OptDesc/スワップスキルレベル +1
ETC_20160128_020192	OptDesc/テレポーテーションスキルレベル +1
ETC_20160128_020193	OptDesc/マグネティックフォーススキルレベル +1
ETC_20160128_020194	OptDesc/レイズスキルレベル +1
ETC_20160128_020195	OptDesc/グラビティポールスキルレベル +1
ETC_20160128_020196	OptDesc/サモニングスキルレベル +1
ETC_20160128_020197	OptDesc/使い魔召喚スキルレベル +1
ETC_20160128_020198	OptDesc/サラミオン召喚スキルレベル +1
ETC_20160128_020199	OptDesc/フィジカルリンクスキルレベル +1
ETC_20160128_020200	OptDesc/ジョイントペナルティースキルレベル +1
ETC_20160128_020201	OptDesc/ハングマンズノットスキルレベル +1
ETC_20160128_020202	OptDesc/スピリチュアルチェーンスキルレベル +1
ETC_20160128_020203	OptDesc/命綱スキルレベル +1
ETC_20160128_020204	OptDesc/クイッケンスキルレベル +1
ETC_20160128_020205	OptDesc/転生スキルレベル +1
ETC_20160128_020206	OptDesc/ストップスキルレベル +1
ETC_20160128_020207	OptDesc/スロースキルレベル +1
ETC_20160128_020208	OptDesc/ヘイストスキルレベル +1
ETC_20160128_020209	OptDesc/バックマスキングスキルレベル +1
ETC_20160128_020210	OptDesc/ギャザーコープススキルレベル +1
ETC_20160128_020211	OptDesc/フラッシュキャノンスキルレベル +1
ETC_20160128_020212	OptDesc/フラッシュフープスキルレベル +1
ETC_20160128_020213	OptDesc/ダーティーポールスキルレベル +1
ETC_20160128_020214	OptDesc/コープスタワースキルレベル +1
ETC_20160128_020215	OptDesc/左腕強化スキルレベル +1
ETC_20160128_020216	OptDesc/シュリンクボディースキルレベル +1
ETC_20160128_020217	OptDesc/スウェルボディースキルレベル +1
ETC_20160128_020218	OptDesc/トランスフォーススキルレベル +1
ETC_20160128_020219	OptDesc/右腕強化スキルレベル +1
ETC_20160128_020220	OptDesc/スウェルブレインスキルレベル +1
ETC_20160128_020221	OptDesc/エレクトロキュートスキルレベル +1
ETC_20160128_020222	OptDesc/ストーンカーススキルレベル +1
ETC_20160128_020223	OptDesc/ヘイルスキルレベル +1
ETC_20160128_020224	OptDesc/紅炎スキルレベル +1
ETC_20160128_020225	OptDesc/メテオスキルレベル +1
ETC_20160128_020226	OptDesc/フリージングスピアスキルレベル +1
ETC_20160128_020227	OptDesc/レインスキルレベル +1
ETC_20160128_020228	OptDesc/フロストクラウドスキルレベル +1
ETC_20160128_020229	OptDesc/スウィフトステップスキルレベル +1
ETC_20160128_020230	OptDesc/マルチショットスキルレベル +1
ETC_20160128_020231	OptDesc/フルドロースキルレベル +1
ETC_20160128_020232	OptDesc/オブリークショットスキルレベル +1
ETC_20160128_020233	OptDesc/ニーリングショットスキルレベル +1
ETC_20160128_020234	OptDesc/ヘビーショットスキルレベル +1
ETC_20160128_020235	OptDesc/ツインアロースキルレベル +1
ETC_20160128_020236	OptDesc/コーシングスキルレベル +1
ETC_20160128_020237	OptDesc/スナッチングスキルレベル +1
ETC_20160128_020238	OptDesc/ポインティングスキルレベル +1
ETC_20160128_020239	OptDesc/ラッシュドッグスキルレベル +1
ETC_20160128_020240	OptDesc/リトリーブスキルレベル +1
ETC_20160128_020241	OptDesc/ハウンディングスキルレベル +1
ETC_20160128_020242	OptDesc/グロウリングスキルレベル +1
ETC_20160128_020243	OptDesc/パヴィス設置スキルレベル +1
ETC_20160128_020244	OptDesc/スキャッターカルトロップスキルレベル +1
ETC_20160128_020245	OptDesc/ストーンショットスキルレベル +1
ETC_20160128_020246	OptDesc/ラピッドファイアスキルレベル +1
ETC_20160128_020247	OptDesc/撤去スキルレベル +1
ETC_20160128_020248	OptDesc/ランニングショットスキルレベル +1
ETC_20160128_020249	OptDesc/バラージスキルレベル +1
ETC_20160128_020250	OptDesc/ハイアンカリングスキルレベル +1
ETC_20160128_020251	OptDesc/クリティカルショットスキルレベル +1
ETC_20160128_020252	OptDesc/ステディエイムスキルレベル +1
ETC_20160128_020253	OptDesc/タイムボムアロースキルレベル +1
ETC_20160128_020254	OptDesc/バウンスショットスキルレベル +1
ETC_20160128_020255	OptDesc/スパイラルアロースキルレベル +1
ETC_20160128_020256	OptDesc/ステイクスタッケイドスキルレベル +1
ETC_20160128_020257	OptDesc/隠蔽スキルレベル +1
ETC_20160128_020258	OptDesc/クレモア スキルレベル +1
ETC_20160128_020259	OptDesc/パンジステーク スキルレベル +1
ETC_20160128_020260	OptDesc/デトネイトトラップスキルレベル +1
ETC_20160128_020261	OptDesc/ブルームトラップスキルレベル +1
ETC_20160128_020262	OptDesc/人質爆弾スキルレベル +1
ETC_20160128_020263	OptDesc/スパイクシュータースキルレベル +1
ETC_20160128_020264	OptDesc/解毒スキルレベル +1
ETC_20160128_020265	OptDesc/ニードルブロースキルレベル +1
ETC_20160128_020266	OptDesc/ビウィッチスキルレベル +1
ETC_20160128_020267	OptDesc/蜈蚣蠱スキルレベル +1
ETC_20160128_020268	OptDesc/ゼンドゥースキルレベル +1
ETC_20160128_020269	OptDesc/毒壺スキルレベル +1
ETC_20160128_020270	OptDesc/金蚕蠱スキルレベル +1
ETC_20160128_020271	OptDesc/フルフルスキルレベル +1
ETC_20160128_020272	OptDesc/フレアショットスキルレベル +1
ETC_20160128_020273	OptDesc/クローキングスキルレベル +1
ETC_20160128_020274	OptDesc/アンディスタンススキルレベル +1
ETC_20160128_020275	OptDesc/スキャンスキルレベル +1
ETC_20160128_020276	OptDesc/スプリットアロースキルレベル +1
ETC_20160128_020277	OptDesc/スニークヒットスキルレベル +1
ETC_20160128_020278	OptDesc/フェイントスキルレベル +1
ETC_20160128_020279	OptDesc/スポリエーションスキルレベル +1
ETC_20160128_020280	OptDesc/ヴェンデッタスキルレベル +1
ETC_20160128_020281	OptDesc/バロースキルレベル +1
ETC_20160128_020282	OptDesc/イベーションスキルレベル +1
ETC_20160128_020283	OptDesc/催涙スキルレベル +1
ETC_20160128_020284	OptDesc/バックステップスキルレベル +1
ETC_20160128_020285	OptDesc/集中砲火スキルレベル +1
ETC_20160128_020286	OptDesc/カラコールスキルレベル +1
ETC_20160128_020287	OptDesc/リマソンスキルレベル +1
ETC_20160128_020288	OptDesc/後退射撃スキルレベル +1
ETC_20160128_020289	OptDesc/ブロードヘッドスキルレベル +1
ETC_20160128_020290	OptDesc/ボドキンポイントスキルレベル +1
ETC_20160128_020291	OptDesc/バーブドアロースキルレベル +1
ETC_20160128_020292	OptDesc/クロスファイアスキルレベル +1
ETC_20160128_020293	OptDesc/マジックアロースキルレベル +1
ETC_20160128_020294	OptDesc/神機箭スキルレベル +1
ETC_20160128_020295	OptDesc/止まり木設置スキルレベル +1
ETC_20160128_020296	OptDesc/サークルリングスキルレベル +1
ETC_20160128_020297	OptDesc/ホバリングスキルレベル +1
ETC_20160128_020298	OptDesc/ぼんくらスキルレベル +1
ETC_20160128_020299	OptDesc/ハンギングショットスキルレベル +1
ETC_20160128_020300	OptDesc/キャノンショットスキルレベル +1
ETC_20160128_020301	OptDesc/シュートダウンスキルレベル +1
ETC_20160128_020302	OptDesc/シーズバーストスキルレベル +1
ETC_20160128_020303	OptDesc/キャノンブラストスキルレベル +1
ETC_20160128_020304	OptDesc/ヒールスキルレベル +1
ETC_20160128_020305	OptDesc/キュアスキルレベル +1
ETC_20160128_020306	OptDesc/セイフティーゾーンスキルレベル +1
ETC_20160128_020307	OptDesc/ディプロテクティッドゾーンスキルレベル +1
ETC_20160128_020308	OptDesc/ディヴァインマイトスキルレベル +1
ETC_20160128_020309	OptDesc/フェイドスキルレベル +1
ETC_20160128_020310	OptDesc/守護聖人スキルレベル +1
ETC_20160128_020311	OptDesc/アスパーションスキルレベル +1
ETC_20160128_020312	OptDesc/モンストランススキルレベル +1
ETC_20160128_020313	OptDesc/ブレッシングスキルレベル +1
ETC_20160128_020314	OptDesc/サクラメントスキルレベル +1
ETC_20160128_020315	OptDesc/リバイブスキルレベル +1
ETC_20160128_020316	OptDesc/マスヒールスキルレベル +1
ETC_20160128_020317	OptDesc/エクソサイズスキルレベル +1
ETC_20160128_020318	OptDesc/ストーンスキンスキルレベル +1
ETC_20160128_020319	OptDesc/オークラススキルレベル +1
ETC_20160128_020320	OptDesc/ザルチャイスキルレベル +1
ETC_20160128_020321	OptDesc/ダイノスキルレベル +1
ETC_20160128_020322	OptDesc/ザイバススキルレベル +1
ETC_20160128_020323	OptDesc/ディヴァインスティグマスキルレベル +1
ETC_20160128_020324	OptDesc/メルスティススキルレベル +1
ETC_20160128_020325	OptDesc/ヘキシングスキルレベル +1
ETC_20160128_020326	OptDesc/エフィジースキルレベル +1
ETC_20160128_020327	OptDesc/ゾンビ生成スキルレベル +1
ETC_20160128_020328	OptDesc/マカンダルスキルレベル +1
ETC_20160128_020329	OptDesc/ブワカイマンスキルレベル +1
ETC_20160128_020330	OptDesc/サムディヴェヴェスキルレベル +1
ETC_20160128_020331	OptDesc/オグーヴェヴェスキルレベル +1
ETC_20160128_020332	OptDesc/ダムバラスキルレベル +1
ETC_20160128_020333	OptDesc/コルタスマタスキルレベル +1
ETC_20160128_020334	OptDesc/肉食化スキルレベル +1
ETC_20160128_020335	OptDesc/ストレアトロフスキルレベル +1
ETC_20160128_020336	OptDesc/トランスフォームスキルレベル +1
ETC_20160128_020337	OptDesc/シェープシフティングスキルレベル +1
ETC_20160128_020338	OptDesc/テレパススキルレベル +1
ETC_20160128_020339	OptDesc/幽体離脱スキルレベル +1
ETC_20160128_020340	OptDesc/幽体爆発スキルレベル +1
ETC_20160128_020341	OptDesc/ヴァシタシディスキルレベル +1
ETC_20160128_020342	OptDesc/ポゼッションスキルレベル +1
ETC_20160128_020343	OptDesc/ヴァカリネ 女神像スキルレベル +1
ETC_20160128_020344	OptDesc/ジェミナ女神像スキルレベル +1
ETC_20160128_020345	OptDesc/ライマ女神像スキルレベル +1
ETC_20160128_020346	OptDesc/木彫り攻撃スキルレベル +1
ETC_20160128_020347	OptDesc/フクロウの彫像スキルレベル +1
ETC_20160128_020348	OptDesc/世界樹の彫刻スキルレベル +1
ETC_20160128_020349	OptDesc/アウシュリネ女神像スキルレベル +1
ETC_20160128_020350	OptDesc/アーケインエネルギースキルレベル +1
ETC_20160128_020351	OptDesc/チェンジスキルレベル +1
ETC_20160128_020352	OptDesc/カウンタースペルスキルレベル +1
ETC_20160128_020353	OptDesc/フォアキャストスキルレベル +1
ETC_20160128_020354	OptDesc/プロフェッシースキルレベル +1
ETC_20160128_020355	OptDesc/鉄布衫スキルレベル +1
ETC_20160128_020356	OptDesc/双鎖功スキルレベル +1
ETC_20160128_020357	OptDesc/鉄砂掌スキルレベル +1
ETC_20160128_020358	OptDesc/観音掌スキルレベル +1
ETC_20160128_020359	OptDesc/陽光手スキルレベル +1
ETC_20160128_020360	OptDesc/寸勁スキルレベル +1
ETC_20160128_020361	OptDesc/弾指神通スキルレベル +1
ETC_20160128_020362	OptDesc/金鐘スキルレベル +1
