UI_20150317_000001	{@st41b}可以跟各職業大師{nl}學習特性。{/}
UI_20150714_001691	{@41b}條件
UI_20150714_001692	{@st41}刪除
UI_20150714_001693	{@st41}更新
UI_20150717_001694	欣賞這位玩家{#ffff00}%s{/}
UI_20150717_001695	{@st41b}{s56}本遊戲{#0066FF}
UI_20150717_001696	12歲以上方可使用
UI_20150717_001697	{#FFFFFF}。{nl}{s40} {nl}長時間進行遊戲對身心有害。{/}
UI_20150717_001698	{@st66b}輸入
UI_20150717_001699	{@st42}我的召喚獸情報
UI_20150717_001700	{@st59}STA{nl}{@st59s}當耐力不足時，移動會變得緩慢。{/}
UI_20150717_001701	{@st59}整理背包{/}
UI_20150717_001702	整理
UI_20150717_001703	{@st59}關閉手把說明。{/}
UI_20150717_001704	{@st59}關閉鍵盤說明。{/}
UI_20150717_001705	滑鼠新手教學
UI_20150717_001706	{@st59}關閉滑鼠說明。{/}
UI_20150717_001707	攻擊力 : %s
UI_20150717_001708	防禦力 : %s
UI_20150717_001709	力量 : %s
UI_20150717_001710	體力 : %s
UI_20150717_001711	智力 : %s
UI_20150717_001712	敏捷 : %s
UI_20150717_001713	精神 : %s
UI_20150717_001714	{@st42b}劍士系列快速輸入兩次方向鍵就可以疾走。{/}
UI_20150717_001715	{@st42}組隊名稱和說明{/}
UI_20150717_001716	{@st42}插入組隊邀請tag
UI_20150717_001717	{@st41b}公開組隊目錄{/}
UI_20150717_001718	{@st41b}推薦角色目錄{/}
UI_20150717_001719	{@st41b}獲得推薦
UI_20150717_001720	只有組隊隊長可以使用的功能。
UI_20150717_001721	必須使用隊員推薦功能。
UI_20150717_001722	{@st66b}任務種類名稱{/}
UI_20150717_001723	{@st59b}商店{nl}{@st59s} - 如果想要販賣/購買多個相同道具，右點擊 Shift + 後輸入數量即可。{nl} - 如果要販賣全部數量的道具，雙點擊滑鼠即可。{/}
UI_20150717_001724	{@st59}滑鼠說明{/}
UI_20150717_001725	{@st66b}排序
UI_20150717_001726	{@st59}道具排序。{/}
UI_20150717_001727	{@st59}武器裝備於欄位{nl}按Alt+Z轉換武器{/}
UI_20150717_001728	以其他人視角觀戰
UI_20150717_001729	{@st41}戰鬥野外
UI_20150717_001730	結果
UI_20150717_001731	{@st41}立即移動
UI_20150717_001732	{@st66b} 隊伍名稱是代表所有角色的名稱。{nl}可以自由變更的隊伍名稱是使用於交易、公會加入、對話時的共用名稱。{/}
UI_20150729_001733	{@st42}只顯示可學習的特性{/}
UI_20150729_001734	腳數量
UI_20150729_001735	身高
UI_20150729_001736	體重
UI_20150729_001737	{@st43}寶石烘焙{/}
UI_20150729_001738	{@st59b}道具製作{nl}{@st59s} - 如果得到配方道具，就可以製作該道具。{nl} - 將配方和材料放入欄位後，執行道具製作即可。{nl} - 可以在製作的道具上記入名稱和紙條。{/}
UI_20150729_001739	{@st59}關閉箭矢製作。{/}
UI_20150729_001740	需要碎片 : 變異 %s個 / 野獸 %s個 / 植物 %s個
UI_20150729_001741	{@st42b}戰士系列快速輸入兩次方向鍵就可以疾走。{/}
UI_20150729_001742	{@st41}設定組隊
UI_20150729_001743	{@st41}設定組隊召募
UI_20150729_001744	{@st42}使用尋找隊員功能{/}
UI_20150729_001745	如果遇到條件一致的玩家，會顯示[組隊條件一致！] 的訊息。
UI_20150729_001746	{@st41b}推薦玩家目錄{/}
UI_20150729_001747	{@st41}特性及情報
UI_20150729_001748	{@st59}取消強化。{/}
UI_20150729_001749	{@st59b}寶石/卡片強化{nl}{@st59s} - 在背包選擇要強化的寶石或是卡片並登錄。{nl} - 除了任務道具之外，其它道具都可以當作寶石強化材料使用。{nl}   (寶石當作材料使用時效率最高。){nl} - 卡片強化只能使用其它卡片當作材料使用。{/}		by sean
UI_20150729_001750	{#000000}{s22}伺服器進場等待中
UI_20150729_001751	{#000000}{s22}伺服器人數已滿，等待進場中。
UI_20150729_001752	{#000000}{s22}目前順序 : %s
UI_20150729_001753	{@st43}隊伍戰鬥聯盟
UI_20150729_001754	{@st59}關閉隊伍戰鬥聯盟。
UI_20150729_001755	{@st42}隊伍戰鬥聯盟日程
UI_20150729_001756	{@st43}隊伍戰鬥聯盟排名
UI_20150729_001757	{@st59}關閉戰鬥聯盟排名。
UI_20150729_001758	隧伍名稱
UI_20150729_001759	{@st41b}技能名稱
UI_20150729_001760	{@st59}接受組隊任務進行。{/}
UI_20150729_001761	{@st59}刪除該票券。{/}
UI_20150729_001762	分數
UI_20150729_001763	參與隊伍戰鬥聯盟
UI_20150730_001764	{@st56}我的排行
UI_20150730_001765	{@st56}擊殺排行
UI_20150730_001766	{@st56}傷害排行
UI_20150803_001767	一般 : /s 內容{nl}大喊 : /y 內容{nl}組隊 : /p 內容{nl}密語 : /w 隊伍名稱 內容
UI_20150803_001768	{@st66b}把手震動{/}
UI_20150803_001769	已找到遊戲，待會進入遊戲。
UI_20150804_001770	{@st43}{s18}請選擇要領取道具的角色。{/}
UI_20150804_001771	最多鑲嵌槽 %s個
UI_20150811_001772	{@st43}副本
UI_20150811_001773	{@st41}確認位置
UI_20150811_001774	{@st41}關閉
UI_20150811_001775	{#000000}名稱{/}
UI_20150811_001776	{#000000}入場等級{/}
UI_20150811_001777	{#000000}入場次數{/}
UI_20150811_001778	附近的隊伍情報
UI_20150811_001779	{@st42}顯示附近的隊伍情報{/}
UI_20150811_001780	{@sti9}我的紀錄
UI_20150811_001781	{@sti9}擊殺排名
UI_20150811_001782	{@sti9}傷害排名
UI_20150904_001783	帳篷維持時間
UI_20150904_001784	效果
UI_20150904_001785	更新之後帳篷維持時間將會增加，{nl} %s並消耗銀幣。
UI_20150904_001786	個人倉庫
UI_20150904_001787	{@st41b}類型 : {@sti7}%s{/}
UI_20150904_001788	{@st41b}操作難易度 : {@sti7}%s{/}
UI_20150904_001789	{img silver 20 20} 取得價格
UI_20150904_001790	{@st66b}空ける
UI_20150904_001791	{@sti9}%s{@st66b}との親密度 : {@sti9}%s {@st66b}レベル{/}
UI_20150904_001792	親密度
UI_20150904_001793	{@st41b}獲得製造道具素材！
UI_20150904_001794	{@st66b}{s20}你變成{/}{s20}{#cc6600}{ol}無法戰鬥{/}{@st66b}{s20}的狀態了！{/}
UI_20150904_001795	{@st66b}從附近的復活地點重新開始{/}
UI_20150904_001796	{@st66b}在原地復活(需要TP %s){/}
UI_20150904_001797	{@st66b}フィールドに復帰する{/}
UI_20150904_001798	{@st66b}放棄任務重來{/}
UI_20150904_001799	{@st66b}再次挑戰{/}
UI_20150904_001800	{@st66b}自己所賣出的道具{/}
UI_20150904_001801	{@st53}排行榜點數 : %s
UI_20150904_001802	{@st66b}對隊伍以外的人提供食糧{/}
UI_20150904_001803	{@st41b}更換看板名稱
UI_20150911_001804	對這名玩家說讚！{#ffff00}{ol}%s{/}
UI_20150911_001805	取引不可個数 : %s
UI_20150911_001806	{@st42b}確認台詞{/}
UI_20151014_001807	{#000000}入場次數會在%s點時初始化。{/}
UI_20151014_001808	{@st59}選擇的道具變成鎖定的狀態。{/}
UI_20151014_001809	{@st43}キー設定{/}
UI_20151014_001810	{@st45tw2}分類
UI_20151014_001811	アクション
UI_20151014_001812	基本値復元
UI_20151014_001813	必要的碎片 : %s個
UI_20151014_001814	{@st59}プレビューで確認してからバラックのテーマを変更できます。
UI_20151014_001815	取引不可合計: %s個
UI_20151014_001816	定員%s名{/}
UI_20151014_001817	{@st42b}預覽
UI_20151014_001818	{@st42b}返回
UI_20151014_001819	{@st42b}購買
UI_20151014_001820	{@st42b}適用
UI_20151014_001821	ｅ工會名稱與介紹
UI_20151014_001822	團隊名稱
UI_20151014_001823	職位
UI_20151014_001824	通知
UI_20151028_001825	{@st41b}TP{/}
UI_20151028_001826	{@st41}伺服器等待進入
UI_20151028_001827	{#000000}{s18}伺服器已經滿載因此排隊進入
UI_20151028_001828	{@st66b18}現在的順位 : %s
UI_20151028_001829	{@st66b}顯示其他角色的特效
UI_20151028_001830	{@st41}TP
UI_20151028_001831	TP
UI_20151119_001832	{@st66b}キーの設定
UI_20151223_001833	{@st41b}變更{s18}(需要TP 100){/}
UI_20151223_001834	花費數量
UI_20151223_001835	持有數量
UI_20151223_001836	足の数
UI_20151223_001837	{@st41}確認
UI_20151223_001838	{@st42}使用{/}
UI_20151223_001839	{@st66b18}※購買時使用的TP將不會退還。{/}
UI_20151223_001840	{@st59}公會  (/g 訊息){/}
UI_20151223_001841	{@st59}公會   (/g 訊息){/}
UI_20151223_001842	{@st42}字體大小
UI_20151223_001843	女神像HP
UI_20151223_001844	ラウンド
UI_20151223_001845	玩家
UI_20151223_001846	友方
UI_20151223_001847	敵軍
UI_20151223_001848	{@st59}關閉公會資訊{/}
UI_20151223_001849	{@st43}公會{/}
UI_20151223_001850	{@st41b}基本資訊
UI_20151223_001851	{@st41b}屬性
UI_20151223_001852	正在募集公會活動的參加者。
UI_20151223_001853	{@st41b}成長とランク
UI_20151223_001854	{@st41b}ギルド特製
UI_20151223_001855	{@st43}公會成長{/}
UI_20151223_001856	頻道 / 位置
UI_20151223_001857	召換
UI_20151223_001858	前往公會成員的所在地
UI_20151223_001859	前往
UI_20151223_001860	{@st41b}ステータスヒストリー{/}
UI_20151223_001861	{@st41b}スキルヒストリー{/}
UI_20151223_001862	{@st41b}TPヒストリー{/}
UI_20151223_001863	{@st43}ヒストリー{/}
UI_20151223_001864	{@st59}ヒストリー情報を閉じます。{/}
UI_20151223_001865	{@st45tw2}項目{/}
UI_20151223_001866	{@st45tw2}変動値{/}
UI_20151223_001867	{@st45tw2}時間{/}
UI_20151223_001868	{@st45tw2}復旧{/}
UI_20151223_001869	{#000000}入場次數{/}
UI_20151223_001870	{@st59}放大地圖{/}
UI_20151223_001871	{@st59}縮小地圖{/}
UI_20151223_001872	{@st59}顯示最後的傳送地區{/}
UI_20151223_001873	{@st59}顯示現在位置{/}
UI_20151223_001874	{@st59}ヘアコスチューム3{/}
UI_20151223_001875	{@st59}ヘア{/}
UI_20151223_001876	剩餘數量
UI_20151223_001877	{@st41}技能等級
UI_20151223_001878	{@st41}供物の材料
UI_20151223_001879	{@st66b}ヘルパーを残す(TP %s個必要){/}
UI_20151223_001880	{@st66b}世界地圖{/}
UI_20151223_001881	{@st59}打開世界地圖{/}
UI_20151223_001882	{@st66b18}道具接收箱
UI_20151223_001883	{@st66b18}登陸販賣
UI_20151223_001884	{@st66b18}販賣中的道具
UI_20151223_001885	{@st45tw2}名稱{/}
UI_20151223_001886	{@st45tw2}等級{/}
UI_20151223_001887	{@st45tw2}單價{/}
UI_20151223_001888	{@st45tw2}購買數{/}
UI_20151223_001889	{@st45tw2}合計金額{/}
UI_20151223_001890	{@st42}詳細設定{/}
UI_20151223_001891	{@st65}等級{/}
UI_20151223_001892	{@st65}強化數值{/}
UI_20151223_001893	{@st59}入力した名前と作成したオプションで検索します{/}
UI_20151223_001894	{@st65}價格低的優先{/}
UI_20151223_001895	{@st65}價格高的優先{/}
UI_20151223_001896	{@st45tw2}個數{/}
UI_20151223_001897	{@st45tw2}可接收的時間{/}
UI_20151223_001898	{@st66b}販賣登陸時間{/}
UI_20151223_001899	{@st66b}トークンアイテム以外の販売アイテムで精算されたシルバーは48時間後に受け取ることができます。{/}
UI_20151223_001900	{@st45tw2}截止時間{/}
UI_20151223_001901	%s (%s頻道)
UI_20151223_001902	碎片數量
UI_20151223_001903	競爭任務
UI_20151223_001904	單位
UI_20151223_001905	{@st41b}加入
UI_20151223_001906	壽命
UI_20151223_001907	{@st59b}任務{nl}{@st59s} - 獲得任務時，登錄到任務指令欄{nl} - 主線任務顯示為黃色，支線任務顯示為藍色{nl} - キャラクターの足元の矢印でクエストの位置を表示{nl} - 任務完成時，在任務指令欄顯示「返回」的圖示{nl}  (點擊或按Backspace將能傳送回完成的NPC身邊){nl} - クエスト指令欄への登録/解除はクエスト名の前のチェック選択{/}
UI_20151223_001908	{@st66b}使用靈魂水晶復活{/}
UI_20151223_001909	{@st59b}商店{nl}{@st59s} - 要販賣/購買多個道具時請按Shift+右鍵後輸入數量{nl} - 想將道具全部賣出時請用右鍵連點{/}
UI_20151223_001910	製作數量
UI_20151223_001911	{@st42}%s 特典{/}
UI_20151223_001912	{@st42}使用期間 : %s{/}
UI_20151223_001913	要使用%s嗎？{/}
UI_20151223_001914	{s13}使用した%sインベントリから消え、{nl}%sの間現在の%sにのみ適用されます。{/}
UI_20151223_001915	可以在角色設定視窗確認剩餘時間。{/}
UI_20151223_001916	{@st41}使用
UI_20151223_001917	{@st59}關閉TP SHOP{/}
UI_20151223_001918	{@st43}{s18}預覽與購買
UI_20151223_001919	預覽
UI_20151223_001920	穿著中的道具的TP
UI_20151223_001921	{@st49}このまま購入{/}
UI_20151223_001922	購物籃
UI_20151223_001923	持有TP
UI_20151223_001924	購物籃的TP
UI_20151223_001925	剩餘TP
UI_20151223_001926	{@st49}確定購買{/}
UI_20151223_001927	{@st66b}擴充倉庫
UI_20151223_001928	{@st59}倉庫を拡張します{/}
UI_20151223_001929	{@st42b}地域{/}
UI_20151223_001930	{@st59}地図を開きます{/}
UI_20151223_001931	{ol}個数
UI_20151223_001932	{@st43}變更團隊名稱{/}
UI_20151223_001933	{@st59}チーム名を変更します{/}
UI_20151223_001934	{@st59}取消變更團隊名稱{/}
UI_20151223_001935	{@st59}關閉小屋編輯{/}
UI_20151223_001936	{@st43}編輯小屋{/}
UI_20151223_001937	{@st41b}訪問小屋{/}
UI_20151223_001938	{@st59}訪問別人的小屋{/}
UI_20151223_001939	{@st42}變更團隊名稱{/}
UI_20151223_001940	{@st42}擁有角色(%s/%s){/}
UI_20151223_001941	{@st42}持有TP : %s{/}
UI_20151223_001942	{@st41b}クレジット{/}
UI_20151223_001943	{@st59}クレジット{/}
UI_20151223_001944	{@st42}プロデューサー兼ディレクター{/}{nl}{@st41b}{s22}キム・セヨン{nl} {nl}{@st42}アートディレクター{nl}{@st41b}{s22}アン・ジョンウォン{nl} {nl}{@st42}アートデザイナー{nl}{@st41b}{s22}キム・ミナ{nl}ソン・ヘジン{nl}カン・ミンギョン{nl}パク・ジュンヒョク{nl}ペ・ジニョン{nl}シン・ヒョソン{nl}パク・セヒ{nl} {nl}{@st42}シニアプログラマー{nl}{@st41b}{s22}シン・サンヒョプ{nl} {nl}{@st42}リサーチプログラマー{nl}{@st41b}{s22}チョン・ジェフン{nl} {nl}{@st42}プログラマー{nl}{@st41b}{s22}チェ・ヨン{nl}ハン・ソンベ{nl}キム・ボラ{nl}イ・ヨンギュン{nl}キム・ミンギュ{/}
UI_20151223_001945	{@st42}戦闘企画{nl}{@st41b}{s22}チェ・ギラク{nl}キム・ピョンジク{nl}キム・ヒョニル{nl} {nl}{@st42}レベルデザイナー{nl}{@st41b}{s22}ラ・ホンソク{nl} {nl}{@st42}演出監督{nl}{@st41b}{s22}イ・スンジョ{nl} {nl}{@st42}リードアニメーター{nl}{@st41b}{s22}イ・スジン{nl} {nl}{@st42}アニメーター{nl}{@st41b}{s22}ミョン・スンヒョン{nl}パク・ミヌ{nl}キム・スギョン{nl}シン・ドンジン{nl}キム・ミジン{nl} {nl}{@st42}エフェクト / SFX{nl}{@st41b}{s22}チョン・ヘジン{nl} {nl}{@st42}キャラクターデザイナー{nl}{@st41b}{s22}パク・ジエ{nl}ファン・ジュノン{nl}イ・スボム{nl}キム・ダミ{/}
UI_20151223_001946	{@st42}背景グラフィックデザイナー{nl}{@st41b}{s22}ジャン・セミョン{nl}(株)レンダリング{nl}イ・ユンソン{nl}カン・ドンホ{nl}イ・ナムジン{nl}ヨン・ユギョン{nl}ジャン・ヨンドク{nl}イ・ヒョンジョン{nl} {nl}{@st42}コンテンツ企画マネージャー{nl}{@st41b}{s22}イ・チョンス{nl} {nl}{@st42}コンテンツ企画{nl}{@st41b}{s22}ソン・ウジョン{nl}イ・ウォンジョン{nl}チョン・ヒョンジン{nl}ムン・ジヒョン{nl}キム・ジョンス{nl}チェ・ドンフン{nl}ジン・スンヨン{nl}イ・ギニ{nl}ムン・ジョンウク{nl} {nl}{@st42}シナリオライター{nl}{@st41b}{s22}キム・セヨン{nl} {nl}{@st42}設定監修{nl}{@st41b}{s22}マルティナス{nl}クリスティーナ{/}
UI_20151223_001947	{@st42}サウンドディレクター{nl}{@st41b}{s22}クヮク・ドンイル{nl} {nl}{@st42}シニアサウンドデザイナー{nl}{@st41b}{s22}ジョン・フィロク{nl} {nl}{@st42}サウンドデザイナー{nl}{@st41b}{s22}パク・ソンテ{nl} {nl}{@st42}UX/UIマネージャー{nl}{@st41b}{s22}イ・ギリョン{nl} {nl}{@st42}UIデザイナー{nl}{@st41b}{s22}ソ・ジュヨン{nl} {nl}{@st42}データベース{nl}{@st41b}{s22}ハン・マンジュ{nl} {nl}{@st42}QAマネージャー{nl}{@st41b}{s22}キム・ヨンヒョン{nl} {nl}{@st42}QA{nl}{@st41b}{s22}アン・ヨンヒョン{nl}パク・ウニョン{nl}ノ・マンチョル{nl}イ・ウニョン{nl}イム・イェビン{nl}ジャン・ジェスン{nl}パク・ジス{/}
UI_20151223_001948	{@st42}オペレーションディレクター{nl}{@st41b}{s22}シン・ムジン{nl} {nl}{@st42}海外ローカライズ{nl}{@st41b}{s22}シン・ジョンホ{nl}ビョン・ソンフム{nl}ソン・ミョンソン{nl}キム・ジュニョン{nl} {nl}{@st42}テクニカルアシスタンス{nl}{@st41b}{s22}キム・ガンウ{nl}イ・ワンジェ{nl}イ・ソニョン{nl}パク・ソンギ{/}
UI_20151223_001949	スタート都市選択
UI_20151223_001950	{@st44}クラペダ
UI_20151223_001951	{@st59s}水晶鉱山を中心に発展した工業都市。{nl}神樹の日の被害が最も少なかった。{/}
UI_20151223_001952	{@st44}オルシャ
UI_20151223_001953	{@st59s}神樹の日の災いを巨大な城郭で免れようとしたものの、{nl}大いなる災いはその城郭までも飲み込んでしまった。{/}
UI_20151223_001954	{@st59}自分のバラックに戻ります。{/}
UI_20151223_001955	{@st43}{s24}バラック名{/}
UI_20151223_001956	{@st59}バラック名{/}
UI_20151223_001957	{@st59}バラック設定{/}
UI_20151223_001958	{@st42}初期化回数
UI_20151223_001959	{@st49}プレビュー{/}
UI_20151223_001960	{@st49}入れる{/}
UI_20151223_001961	残りの数
UI_20151223_001962	残りの数 : %s{/}
UI_20151223_001963	{@st41}購入{/}
UI_20151223_001964	{@st45tw2}点数{/}
UI_20151223_001965	名前昇順{/}
UI_20151223_001966	名前降順{/}
UI_20151223_001967	日付の近い順{/}
UI_20151223_001968	{@st42}トークン特典{/}
UI_20151223_001969	{@st41b}個数
UI_20151223_001970	キャッシュ定員%s名{/}
UI_20151223_001971	接続人数のみ確認
UI_20151223_001972	アジト入場
UI_20151223_001973	ギルドメンバーのみ入場
UI_20151223_001974	戦争戦績
UI_20151223_001975	戦争ギルドリスト
UI_20151223_001976	残りの戦争時間
UI_20151223_001977	タワー保有リスト
UI_20151223_001978	ギルド成長
UI_20151223_001979	貢献度ランク
UI_20151223_001980	ギルドスキルと情報
UI_20151223_001981	{@st42}%s特典適用{/}
UI_20151223_001982	特典
UI_20160128_001983	{@st43}注文販売商店{/}
UI_20160128_001984	{@st59}注文販売商店を閉じます{/}
UI_20160128_001985	{@st43}注文販売商店
UI_20160128_001986	注文販売商店
UI_20160128_001987	{@st59}注文販売商店を閉じます。
UI_20160128_001988	{@st59}注文販売商店{nl} - シルバーを支払うとプレイヤーにバフスキルをかけることができます。
UI_20160128_001989	{@st41b}建設
UI_20160128_001990	{@st41b}消費材料と費用
UI_20160128_001991	{@st66b}ベースキャンプ
UI_20160128_001992	{@st66b}記録
UI_20160128_001993	{@st66b}情報
UI_20160128_001994	{@st66b}調理
UI_20160128_001995	{@st66b}食糧
UI_20160128_001996	{@st66b}リスト
UI_20160128_001997	{@st66b}管理
UI_20160128_001998	{@st66b}ダンジョン{/}
UI_20160128_001999	{@st66b}依頼所ミッション{/}
UI_20160128_002000	{@st66b18}入場回数{/}
UI_20160128_002001	{@st45tw2}入場レベル{/}
UI_20160128_002002	検索時間 : 
UI_20160128_002003	{@st41b}取消
UI_20160128_002004	{@st41b}確認
UI_20160128_002005	{@st66b}ロースティング{/}
UI_20160128_002006	{@st66b}記録{/}
UI_20160128_002007	{@st66b}メンテナンス{/}
UI_20160128_002008	{@st66b}修理{/}
UI_20160128_002009	{ol}メッセージ
UI_20160128_002010	{@st66b}販売登録時間と手数料{/}
UI_20160128_002011	{@st66}トークン以外の販売アイテムを{nl}精算したシルバーは48時間後に受け取れます。{/}
UI_20160128_002012	{@st45tw2}販売完了時の手数料{/}
UI_20160128_002013	{@st45tw2}合計金額{/}
UI_20160128_002014	上限額{/}
UI_20160128_002015	下限額{/}
UI_20160128_002016	{@st66}下位時価{/}
UI_20160128_002017	{@st66}上位時価{/}
UI_20160128_002018	{@st66b}開く
UI_20160128_002019	{@st66b}奉献箱
UI_20160128_002020	{@st66b}構成{/}
UI_20160128_002021	{@st66b}PTイベント{/}
UI_20160128_002022	{@st66b}設定{/}
UI_20160128_002023	{@st42b}保存{/}
UI_20160128_002024	{@st41}PT名と説明{/}
UI_20160128_002025	周辺PTの情報表示
UI_20160128_002026	公開PTリストに登録
UI_20160128_002027	レベル差
UI_20160128_002028	PTメンバー推薦機能使用
UI_20160128_002029	{@st66b}PT招待タグ挿入
UI_20160128_002030	{@st66b}公開PTリスト{/}
UI_20160128_002031	{@st66b}推薦プレイヤーリスト{/}
UI_20160128_002032	{@st43}メッセージボックス
UI_20160128_002033	{@st66b}全体
UI_20160128_002034	{@st66b}未読のメッセージ
UI_20160128_002035	{@st66b}  進行  {/}
UI_20160128_002036	{@st66b}  放棄  {/}
UI_20160128_002037	使用したアイテムはインベントリから消え、{nl}全体のスキルポイントが初期化されます。{/}
UI_20160128_002038	{@st59b}クラス{nl}{@st59s} - クラスのサークルを成長させてスキルを習得{nl} - 1次職業から2次職業に転職する時は3つのクラスを選択可能{nl} - 同じ職業には3回まで転職可能{nl} - 同じクラスも選択可能{nl}{@st59b}スキル{nl}{@st59s} - 各ランク別のスキルは最大5レベルまでアップ可能{nl} - マスターから習得した特製はスキル下段で確認可能{/}
UI_20160128_002039	{@st66b}情報{/}
UI_20160128_002040	{@st66b}業績{/}
UI_20160128_002041	{@st66b}キャラクター設定{/}
UI_20160128_002042	{@st59}コレクション (F11){/}
UI_20160128_002043	使用した%sインベントリから{nl}消え、現在の%sにのみ適用されます。{/}
UI_20160128_002044	{@st66b18}チーム名変更{/}
UI_20160128_002045	{@st66b18}バラック変更{/}
UI_20160128_002046	{@st66}※チーム名変更には150TPが必要です。{/}
UI_20160128_002047	{@st59}希望する名前を入力してください。{/}
UI_20160128_002048	{@st41b}無料TP{/}
UI_20160128_002049	{@st41b}メッセージ{/}
UI_20160128_002050	{@st59}メッセージボックスを開きます{/}
UI_20160128_002051	{@st42}キャラクター{/}
UI_20160128_002052	{@st42}無料TP{/}
UI_20160128_002053	{@st42}イベントTP{/}
UI_20160128_002054	{@st41}メッセージ
UI_20160128_002055	{@st59}クエストのセリフ確認{/}
UI_20160128_002056	{@st59}クエスト放棄{/}
UI_20160128_002057	%sさんが%sを食べました
UI_20160128_002058	{@st66b}看板名変更
UI_20160128_002059	{@st41b}食べる
UI_20160225_002060	チーム倉庫
UI_20160225_002061	{@st59}チーム倉庫を閉じます{/}
UI_20160225_002062	取引可能なアイテムのみ保管可能で、ポテンシャルが1減少します。{nl}チーム倉庫からアイテムを取り出す時は、アイテムの個数と関係なく取引可能回数を1消耗します。
UI_20160225_002063	アイテム受取
UI_20160225_002064	一般 : /s メッセージ{nl}シャウト : /y メッセージ{nl}PT : /p メッセージ{nl}ささやき : /w チーム名 メッセージ{nl}返信 : /r メッセージ{nl} {nl}Tabキーで変換可能
UI_20160225_002065	{@59}閉じる{/}
UI_20160225_002066	挑戦
UI_20160225_002067	進行するかどうかを選択してください
UI_20160225_002068	{@st63_yellow}放棄 :{/}
UI_20160225_002069	報酬を獲得して退場します。
UI_20160225_002070	{@st63_yellow}挑戦 :{/}
UI_20160225_002071	次の階へ移動
UI_20160225_002072	{@st43}遺物収集商{/}
UI_20160225_002073	{@st59}遺物収集商を閉じます{/}
UI_20160225_002074	{@st59b}アイテム交換{nl}'{@st59s} - 大地の塔でアイテムを入手し、交換できる{nl} - アイテムの材料をスロットに入れてから交換実行{nl}{/}
UI_20160225_002075	階
UI_20160225_002076	{@st59}キューブ獲得ウィンドウを閉じます。{/}
UI_20160225_002077	{@st59}アクセサリーを載せてください{/}
UI_20160225_002078	{@st66b}シルバーを使うともう1回開けることができます。{/}
UI_20160225_002079	{@st66b}トークン特典適用時は2回まで可能です。{/}
UI_20160225_002080	{@st41b}回数を全て使い切りました。{/}
UI_20160225_002081	{@st66b}基本情報
UI_20160225_002082	{@st66b}属性
UI_20160225_002083	ギルドマスターがギルドイベントの参加者を募集しています。
UI_20160225_002084	{@st63_yellow}メンバー :{/}
UI_20160225_002085	{@st63}%s人参加 (ログイン %s人中){/}
UI_20160225_002086	{@st63_yellow}位置 :{/}
UI_20160225_002087	コバルトの森
UI_20160225_002088	{@st63_yellow}目標 :{/}
UI_20160225_002089	{@st43}ギルドLv. %s{/}
UI_20160225_002090	{@st66b}成長とランク
UI_20160225_002091	{@st66b}ギルド特性
UI_20160225_002092	ギルド保管箱
UI_20160225_002093	{@st59}ギルド保管箱を閉じます{/}
UI_20160225_002094	* このアイテムはギルドマスターがギルドメンバーに譲ることができ、{nl}そのアイテムは受け取ったギルドメンバーに帰属します。{nl}* アイテムはメッセージ箱から受け取れます。
UI_20160225_002095	{@st41b}魔法付与
UI_20160225_002096	{@st41b}魔法付与スクロール{/}
UI_20160225_002097	{@st59}魔法付与スクロールウィンドウを閉じます。{/}
UI_20160225_002098	{@st66b}魔法付与スクロール 1個を消費します。{/}
UI_20160225_002099	{@st42b}現在のスクロール保有数: %s個{/}
UI_20160225_002100	{@st66b}依頼書{/}
UI_20160225_002101	{@st66b}サルラス修道女院{/}
UI_20160225_002102	{@st66b}大地の塔{/}
UI_20160225_002103	{@st59b}インスタンスダンジョン{nl}'{@st59s}独立したインスタンスゾーンで目標達成のためにPT単位で進行するコンテンツです。{nl}入場前にPTを構成して挑戦したり、自動的にPTを探して挑戦することができます。{nl} - ダンジョン : 各レベル帯のゾーンでダンジョン入場NPCを通じて入場{nl} - 依頼書ミッション : フェディミアン傭兵依頼所の受付係を通じて入場{nl} - サルラス修道女院ミッション : サルラス修道女院にいる修道女ラーサを通じて入場{nl}{/}
UI_20160225_002104	{@st59}インスタンスダンジョンを閉じます{/}
UI_20160225_002105	{@st59}表示/非表示{/}
UI_20160225_002106	{@st45tw2}待機時間{/}
UI_20160225_002107	入札
UI_20160225_002108	残りの入札時間
UI_20160225_002109	アイテムサイコロ
UI_20160225_002110	{@st42}%s特典{/}
UI_20160225_002111	使用したアイテムはインベントリから消え、{nl}全体の%sが初期化されます。{/}
UI_20160225_002112	キャラクター情報ウィンドウで残り時間を確認できます。{/}
UI_20160225_002113	データを受け取っています。
UI_20160225_002114	{@st66b}ランキング{/}
UI_20160225_002115	{@st66b}観戦する
UI_20160225_002116	{@st41b}観戦終了
UI_20160225_002117	　ブルーチーム
UI_20160225_002118	　レッドチーム
UI_20160225_002119	{@59}別のウィンドウで見る{/}
UI_20160225_002120	冒険日誌に登録されました。
UI_20160225_002121	{@st41}交換
UI_20160225_002122	幸せな国へ来てください
UI_20160225_002123	チームバトルリーグ日程
UI_20160225_002124	最近の戦績
UI_20160225_002125	{@st45tw2}類型{/}
UI_20160225_002126	{@st41c}%s名{/}
UI_20160225_002127	{@st41c}%s分{/}
